data	data	19064	13112	40046	39544	7554	9430	37180	25354	4862	3506	7412	10572	17314	8332	9864	8104	10606	7350	47564	36904	900	792	38250	23016	5262	7746	3884	5266	18440	10994	13598	16184	6740	14546	2590	3348	8268	10292	3474	3762	1342	2902	16008	15616	15516	15512	12702	16478	15888	17520	31726	20376	6886	6852	22888	20260	12428	10396	9858	9650	16856	5368	6560	5180	11072	11290	17238	16904	8918	8782	8528	12828	12268	11656	1764	746	3164	3200	3124	4372	21984	12766	10586	6336	29604	20240	1616	1718	27668	15768	29094	29796	15382	16616	446	2094	8698	10468	22908	22184	4734	2972	10434	7904	2022	2144	420	406	214	300	5792	4516	2954	3006	584	386	
data	data	aal116_mni_2001	aal116_mni_2002	aal116_mni_2101	aal116_mni_2102	aal116_mni_2111	aal116_mni_2112	aal116_mni_2201	aal116_mni_2202	aal116_mni_2211	aal116_mni_2212	aal116_mni_2301	aal116_mni_2302	aal116_mni_2311	aal116_mni_2312	aal116_mni_2321	aal116_mni_2322	aal116_mni_2331	aal116_mni_2332	aal116_mni_2401	aal116_mni_2402	aal116_mni_2501	aal116_mni_2502	aal116_mni_2601	aal116_mni_2602	aal116_mni_2611	aal116_mni_2612	aal116_mni_2701	aal116_mni_2702	aal116_mni_3001	aal116_mni_3002	aal116_mni_4001	aal116_mni_4002	aal116_mni_4011	aal116_mni_4012	aal116_mni_4021	aal116_mni_4022	aal116_mni_4101	aal116_mni_4102	aal116_mni_4111	aal116_mni_4112	aal116_mni_4201	aal116_mni_4202	aal116_mni_5001	aal116_mni_5002	aal116_mni_5011	aal116_mni_5012	aal116_mni_5021	aal116_mni_5022	aal116_mni_5101	aal116_mni_5102	aal116_mni_5201	aal116_mni_5202	aal116_mni_5301	aal116_mni_5302	aal116_mni_5401	aal116_mni_5402	aal116_mni_6001	aal116_mni_6002	aal116_mni_6101	aal116_mni_6102	aal116_mni_6201	aal116_mni_6202	aal116_mni_6211	aal116_mni_6212	aal116_mni_6221	aal116_mni_6222	aal116_mni_6301	aal116_mni_6302	aal116_mni_6401	aal116_mni_6402	aal116_mni_7001	aal116_mni_7002	aal116_mni_7011	aal116_mni_7012	aal116_mni_7021	aal116_mni_7022	aal116_mni_7101	aal116_mni_7102	aal116_mni_8101	aal116_mni_8102	aal116_mni_8111	aal116_mni_8112	aal116_mni_8121	aal116_mni_8122	aal116_mni_8201	aal116_mni_8202	aal116_mni_8211	aal116_mni_8212	aal116_mni_8301	aal116_mni_8302	aal116_mni_9001	aal116_mni_9002	aal116_mni_9011	aal116_mni_9012	aal116_mni_9021	aal116_mni_9022	aal116_mni_9031	aal116_mni_9032	aal116_mni_9041	aal116_mni_9042	aal116_mni_9051	aal116_mni_9052	aal116_mni_9061	aal116_mni_9062	aal116_mni_9071	aal116_mni_9072	aal116_mni_9081	aal116_mni_9082	aal116_mni_9100	aal116_mni_9110	aal116_mni_9120	aal116_mni_9130	aal116_mni_9140	aal116_mni_9150	aal116_mni_9160	aal116_mni_9170	
3474	aal116_mni_4111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	66	0	446	0	0	0	427	0	36	0	0	0	28	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	8	0	0	0	0	0	0	0	33	0	227	0	0	0	12	0	9	0	0	0	0	0	30	0	49	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	
3762	aal116_mni_4112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	290	0	0	0	729	0	9	0	0	0	44	0	0	0	0	0	0	0	495	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	47	0	0	0	30	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1342	aal116_mni_4201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	98	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2902	aal116_mni_4202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	277	0	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16008	aal116_mni_5001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	204	0	36	0	0	0	0	747	1400	477	995	40	694	25	2411	0	282	0	118	0	0	0	0	0	0	0	0	0	0	0	404	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15616	aal116_mni_5002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	39	0	0	0	9	0	0	747	0	221	2198	28	1751	0	926	0	257	0	457	0	58	0	0	0	0	0	0	0	0	0	0	0	576	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	225	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	
15516	aal116_mni_5011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	98	0	0	0	0	0	0	0	1400	221	0	685	71	0	2010	33	1971	0	10	0	0	0	0	0	155	0	0	0	0	0	12	0	1013	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15512	aal116_mni_5012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	18	0	0	0	0	0	0	477	2198	685	0	0	276	0	2199	0	249	0	0	0	26	0	0	0	166	0	0	0	0	0	0	159	1206	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12702	aal116_mni_5021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	28	0	0	0	995	28	71	0	0	131	80	0	1881	0	836	0	785	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	198	0	690	23	0	0	15	0	0	0	0	0	0	0	62	82	0	0	0	0	
16478	aal116_mni_5022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	161	0	44	0	0	40	1751	0	276	131	0	0	1215	0	590	0	1419	18	823	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	279	0	0	0	0	37	42	226	484	0	0	0	0	0	0	0	0	0	0	123	293	21	0	0	0	
15888	aal116_mni_5101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	31	0	0	0	0	0	0	0	694	0	2010	0	80	0	0	0	2028	0	252	0	0	0	0	0	850	0	8	0	0	0	72	0	1711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17520	aal116_mni_5102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	25	926	33	2199	0	1215	0	0	0	1876	0	82	0	12	0	0	0	945	0	16	0	0	0	42	25	1230	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31726	aal116_mni_5201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	31	0	0	0	0	0	0	0	0	0	2411	0	1971	0	1881	0	2028	0	0	0	1102	0	220	0	0	0	940	0	1761	0	68	0	934	0	765	8	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20376	aal116_mni_5202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	257	0	249	0	590	0	1876	0	0	0	693	0	68	0	0	0	1110	0	421	0	0	0	2179	42	1149	0	70	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	927	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6886	aal116_mni_5301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	10	0	836	0	252	0	1102	0	0	0	300	0	0	0	0	0	10	0	19	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6852	aal116_mni_5302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0	0	0	1419	0	82	0	693	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	361	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	
22888	aal116_mni_5401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	12	0	588	0	321	0	116	0	118	0	0	0	785	18	0	0	220	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	15	0	0	0	22	0	0	0	0	0	75	0	759	0	611	0	20	0	163	0	411	0	3968	0	110	0	0	0	246	0	2251	15	27	0	56	0	0	0	0	0	0	0	0	9	0	0	0	0	
20260	aal116_mni_5402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	0	0	0	0	878	0	495	0	404	0	58	0	26	0	823	0	12	0	68	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	29	0	0	0	0	0	0	0	74	0	1168	0	543	0	26	0	725	0	3110	0	11	0	17	0	53	15	618	0	0	0	0	0	0	0	0	0	0	20	65	0	0	0	0	
12428	aal116_mni_6001	2203	0	0	0	0	0	25	0	0	0	30	0	0	0	0	0	272	0	427	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	1464	0	400	0	207	0	300	0	130	0	0	0	0	0	0	0	0	0	62	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10396	aal116_mni_6002	0	2191	0	32	0	0	0	0	0	0	0	501	0	0	0	0	0	477	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	280	0	735	0	55	0	35	0	362	0	64	0	65	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9858	aal116_mni_6101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	850	0	940	0	0	0	0	0	203	0	0	0	926	0	0	0	72	0	1783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9650	aal116_mni_6102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	945	0	1110	0	0	0	0	0	368	0	0	0	616	0	22	0	891	0	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16856	aal116_mni_6201	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1761	0	10	0	0	0	1464	0	926	0	0	0	496	0	2343	0	61	0	40	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	663	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5368	aal116_mni_6202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	16	0	421	0	0	0	0	0	280	0	616	0	0	0	195	0	1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6560	aal116_mni_6211	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	19	0	0	0	400	0	0	0	496	0	0	0	1018	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	591	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5180	aal116_mni_6212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735	0	22	0	195	0	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	321	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11072	aal116_mni_6221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	72	0	934	0	0	0	0	0	207	0	72	0	2343	0	1018	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	419	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11290	aal116_mni_6222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	2179	0	0	0	0	0	55	0	891	0	1110	0	565	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	539	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17238	aal116_mni_6301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	15	174	58	217	0	10	0	0	0	404	0	1013	159	60	0	1711	25	765	42	0	0	12	0	300	0	1783	0	61	0	0	0	260	0	0	688	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	219	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16904	aal116_mni_6302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	180	753	46	639	0	232	0	13	0	0	0	576	9	1206	0	207	0	1230	8	1149	0	14	0	41	0	35	0	696	0	0	0	0	0	20	688	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8918	aal116_mni_6401	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	152	0	0	0	0	0	0	0	0	0	0	0	0	424	60	453	0	0	113	0	0	0	0	25	0	0	0	0	0	0	0	95	0	35	0	15	0	130	0	0	0	40	0	51	0	0	0	216	0	0	1567	45	0	0	0	0	0	460	0	0	0	48	0	0	0	166	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8782	aal116_mni_6402	0	38	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	812	0	0	0	0	0	0	0	0	0	0	0	0	16	420	0	265	0	46	0	0	0	0	0	0	0	20	0	0	0	51	0	70	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	87	1567	0	0	23	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8528	aal116_mni_7001	31	0	183	0	158	0	23	0	10	0	0	0	0	0	41	0	0	0	1817	0	133	44	19	0	11	18	40	15	24	0	181	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	615	445	9	37	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12828	aal116_mni_7002	0	104	0	1205	0	231	0	65	0	0	0	81	0	0	0	57	0	53	0	1652	0	0	0	39	11	456	31	126	0	162	56	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	23	615	0	112	449	0	57	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12268	aal116_mni_7011	0	0	803	0	475	0	8	0	68	0	0	0	37	0	275	0	0	0	144	0	19	0	552	29	0	0	65	9	1516	0	1041	0	16	0	0	0	479	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	112	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11656	aal116_mni_7012	0	8	0	1092	0	530	0	164	0	51	0	126	0	286	0	89	0	195	16	177	0	0	0	87	0	131	0	31	0	1187	0	445	0	0	0	0	0	614	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	65	0	0	0	0	0	0	0	0	0	0	0	0	9	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1764	aal116_mni_7021	8	0	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
746	aal116_mni_7022	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3164	aal116_mni_7101	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	351	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3200	aal116_mni_7102	0	310	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	0	288	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3124	aal116_mni_8101	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	0	382	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4372	aal116_mni_8102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1574	0	0	0	401	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
21984	aal116_mni_8111	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	125	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	315	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759	0	256	0	0	0	67	0	465	0	60	0	0	0	48	0	0	0	0	0	0	0	0	0	511	0	0	0	666	0	4320	0	0	0	2847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12766	aal116_mni_8112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	212	0	18	0	0	0	0	0	0	0	0	0	468	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	74	0	0	0	0	0	18	0	386	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	1574	0	0	0	595	0	2412	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10586	aal116_mni_8121	96	0	20	0	12	0	99	0	0	0	79	0	12	0	31	0	101	0	496	0	9	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	66	0	227	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	666	0	0	0	806	0	329	0	1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6336	aal116_mni_8122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	42	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	138	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	0	0	0	321	0	378	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29604	aal116_mni_8201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	108	0	26	0	0	0	141	0	1348	0	117	0	20	0	0	0	0	0	663	0	591	0	419	0	223	0	166	0	0	0	0	0	0	0	0	0	382	0	4320	0	806	0	0	0	97	0	5223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20240	aal116_mni_8202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	31	0	0	0	8	0	0	0	0	0	225	0	0	0	0	0	0	0	927	0	51	0	543	0	0	0	0	0	18	0	321	0	539	0	285	0	0	0	0	0	0	0	0	0	0	0	401	0	2412	0	321	0	0	0	299	0	3446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1616	aal116_mni_8211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	97	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1718	aal116_mni_8212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	299	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
